"","Code","Name","Start","Close","Prac_Status","Prescribing_Setting","validedition","open_at"
"8723","C88034","NETHERGREEN SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8724","C88035","FIRTH PARK SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8725","C88036","HANDSWORTH MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8726","C88037","BASLOW RD, SHOREHAM ST & YORK RD SRGIES",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8727","C88038","THE MATHEWS PRACTICE BELGRAVE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8728","C88039","ECCLESFIELD GROUP PRACT",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8729","C88040","OUGHTIBRIDGE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8730","C88041","WOODSEATS MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8731","C88043","TRAMWAYS AND MIDDLEWOOD MEDICAL CENTRES",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8732","C88044","MANCHESTER ROAD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8733","C88045","DYKES HALL MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8734","C88046","BEAUCHIEF MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8735","C88047","WINCOBANK MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8736","C88048","BURNGREAVE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8737","C88049","ELM LANE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8738","C88050","JAUNTY SPRINGS HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8739","C88051","PAGE HALL MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8740","C88052","HOLLIES MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8741","C88053","FALKLAND HOUSE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8742","C88054","GRENOSIDE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8743","C88059","HAROLD STREET MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8744","C88060","SHARROW LANE MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8745","C88062","RUSTLINGS ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8746","C88068","TOTLEY RISE MEDICAL CENTRE",1974-04-01,NA,"D",4,"19/20","2020-03-31"
"8747","C88069","CLOVER GROUP PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8748","C88070","SHIREGREEN MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8749","C88072","WOODHOUSE MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8750","C88073","HEELEY GREEN SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8751","C88074","DEEPCAR MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8752","C88076","DEVONSHIRE GREEN MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8753","C88077","GREEN CROSS GROUP PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8754","C88078","MOSBOROUGH HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8755","C88079","CROOKES PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8756","C88082","CARRFIELD MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8757","C88083","SELBORNE ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8758","C88084","DARNALL HEALTH CENTRE (MEHROTRA)",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8759","C88085","RICHMOND MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8760","C88086","SOUTHEY GREEN MEDICAL CTR",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8761","C88087","DOVERCOURT GROUP PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8762","C88088","EAST BANK MEDICAL CENTRE",1986-06-01,NA,"A",4,"19/20","2020-03-31"
"8763","C88090","MANOR AND PARK GROUP PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8764","C88091","BARNSLEY ROAD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8765","C88092","VALLEY MEDICAL CENTRE",1987-10-01,NA,"A",4,"19/20","2020-03-31"
"8766","C88095","MILL ROAD SURGERY",1989-10-01,NA,"A",4,"19/20","2020-03-31"
"8767","C88096","HACKENTHORPE MEDICAL CENTRE",1990-03-05,NA,"A",4,"19/20","2020-03-31"
"8768","C88622","SHEFFIELD MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8769","C88627","UNIVERSITY HEALTH SERVICE HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8770","C88631","VERITAS HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8771","C88643","DUNNINC ROAD SURGERY",1986-01-01,NA,"D",4,"19/20","2020-03-31"
"8772","C88647","OWLTHORPE MEDICAL CENTRE",1988-02-01,NA,"A",4,"19/20","2020-03-31"
"8773","C88648","CRYSTAL PEAKS MEDICAL CENTRE",1988-04-01,NA,"A",4,"19/20","2020-03-31"
"8774","C88652","GREYSTONES MEDICAL CENTRE",1990-07-02,NA,"A",4,"19/20","2020-03-31"
"8775","C88655","THE MEDICAL CENTRE DR OKORIE",1991-01-01,NA,"A",4,"19/20","2020-03-31"
"8776","C88656","STANNINGTON MEDICAL CENTRE",1993-04-01,NA,"A",4,"19/20","2020-03-31"
"8777","D81001","LENSFIELD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8778","D81002","HUNTINGDON ROAD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8779","D81003","YORK STREET MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8780","D81004","ALCONBURY SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8781","D81005","NEWNHAM WALK SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8782","D81008","NORTH BRINK PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8783","D81009","SHELFORD MEDICAL PRACTICE",1974-04-01,2020-06-30,"C",4,"19/20","2020-03-31"
"8784","D81010","PRIORY FIELDS SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8785","D81011","CLARKSON SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8786","D81012","CORNFORD HOUSE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8787","D81013","TRUMPINGTON STREET MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8788","D81014","STAPLOE MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8789","D81015","PARSON DROVE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8790","D81016","ARBURY ROAD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8791","D81017","MILL ROAD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8792","D81018","ORCHARD SURGERY,MELBOURN",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8793","D81021","ST. GEORGE'S MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8794","D81022","OCTAGON MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8795","D81023","PASTON HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8796","D81024","THOMAS WALKER",1974-04-01,2020-06-30,"C",4,"19/20","2020-03-31"
"8797","D81025","CHERRY HINTON MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8798","D81026","BOROUGHBURY MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8799","D81027","WELLSIDE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8800","D81028","FIRS HOUSE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8801","D81029","OLD FLETTON SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8802","D81030","GROVE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8803","D81031","YAXLEY GROUP PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8804","D81032","EATON SOCON HEALTH CENTRE",1974-04-01,2020-06-30,"C",4,"19/20","2020-03-31"
"8805","D81033","OVER SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8806","D81034","ST MARY'S SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8807","D81035","COMBERTON SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8808","D81036","PRIORS FIELD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8809","D81037","BRIDGE STREET MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8810","D81038","KIMBOLTON MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8811","D81040","CHURCH STREET HEALTH CENTRE",1974-04-01,NA,"D",4,"19/20","2020-03-31"
"8812","D81041","BOURN SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8813","D81042","WATERBEACH SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8814","D81043","GRANTA MEDICAL PRACTICES",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8815","D81044","NUFFIELD ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8816","D81045","BUCKDEN SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8817","D81046","NEW QUEEN STREET SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8818","D81047","ASHWELL SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8819","D81049","SPINNEY SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8820","D81050","THE HICKS GROUP PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8821","D81051","BURWELL SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8822","D81052","CORNERSTONE PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8823","D81053","BRETTON MEDICAL PRACTICE",1974-04-01,2020-06-30,"C",4,"19/20","2020-03-31"
"8824","D81054","RED HOUSE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8825","D81055","BOTTISHAM MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8826","D81056","PETERSFIELD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8827","D81057","LAKESIDE HEALTHCARE ST NEOTS",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8828","D81058","HARSTON SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8829","D81059","RAMSEY HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8830","D81060","MOAT HOUSE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8831","D81061","GEORGE CLARE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8832","D81062","HADDENHAM SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8833","D81064","MERCHEFORD HOUSE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8834","D81065","NIGHTINGALE MEDICAL CENTRE",1985-06-18,NA,"A",4,"19/20","2020-03-31"
"8835","D81066","QUEEN EDITH MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8836","D81070","WOODLANDS SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8837","D81073","WESTWOOD CLINIC",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8838","D81078","MAPLE SURGERY BAR HILL HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8839","D81081","GREAT STAUGHTON SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8840","D81082","ALMOND ROAD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8841","D81084","WILLINGHAM MEDICAL PRACTICE",1988-01-01,NA,"A",4,"19/20","2020-03-31"
"8842","D81085","PAPWORTH SURGERY",1990-01-01,NA,"A",4,"19/20","2020-03-31"
"8843","D81086","EAST BARNWELL HEALTH CENTRE",1991-01-01,NA,"A",4,"19/20","2020-03-31"
"8844","D81602","COTTENHAM SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8845","D81603","RIVERSIDE PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8846","D81606","RIVERPORT MEDICAL PRACTICE",1986-08-26,NA,"A",4,"19/20","2020-03-31"
"8847","D81607","SWAVESEY SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8848","D81611","FENLAND GROUP PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8849","D81612","MILTON SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8850","D81615","THORPE ROAD",1987-08-14,NA,"A",4,"19/20","2020-03-31"
"8851","D81618","AILSWORTH MEDICAL CENTRE",1989-01-23,NA,"A",4,"19/20","2020-03-31"
"8852","D81619","PARKHALL SURGERY",1989-09-01,2020-06-30,"C",4,"19/20","2020-03-31"
"8853","D81622","TRINITY SURGERY",1991-06-02,NA,"A",4,"19/20","2020-03-31"
"8854","D81623","OLD EXCHANGE SURGERY",1992-05-01,2021-06-30,"C",4,"19/20","2020-03-31"
"8855","D81624","DOGSTHORPE MEDICAL CENTRE",1993-06-01,2021-01-31,"C",4,"19/20","2020-03-31"
"8856","D81625","THISTLEMOOR MEDICAL CENTRE",1994-04-01,NA,"A",4,"19/20","2020-03-31"
"8857","D81629","WILLOW TREE SURGERY",1999-01-01,NA,"A",4,"19/20","2020-03-31"
"8858","D81630","HAMPTON MEDICAL CENTRE",2000-06-01,NA,"A",4,"19/20","2020-03-31"
"8859","D81631","CENTRAL MEDICAL CENTRE",2000-08-01,NA,"A",4,"19/20","2020-03-31"
"8860","D81633","ACORN SURGERY",2000-10-01,NA,"A",4,"19/20","2020-03-31"
"8861","D81637","MONKFIELD MEDICAL PRACTICE",2001-02-01,NA,"A",4,"19/20","2020-03-31"
"8862","D81645","THE GRANGE MEDICAL CENTRE",2002-08-02,NA,"A",4,"19/20","2020-03-31"
"8863","D82001","HOLT MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8864","D82002","GROVE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8865","D82003","BEACHES MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8866","D82004","CROMER GROUP PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8867","D82005","SHERINGHAM MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8868","D82006","CHET VALLEY MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8869","D82007","EAST NORFOLK MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8870","D82008","ST STEPHENS GATE MEDICAL PARTNERSHIP",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8871","D82009","STALHAM STAITHE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8872","D82010","GRIMSTON MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8873","D82011","CASTLE PARTNERSHIP",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8874","D82012","MAGDALEN MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8875","D82013","OLD CATTON MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8876","D82015","BRIDGE STREET SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8877","D82016","MARKET SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8878","D82017","TRINITY & BOWTHORPE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8879","D82018","HELLESDON MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8880","D82019","THE MILLWOOD PARTNERSHIP",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8881","D82020","ORCHARD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8882","D82022","LAWNS PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8883","D82023","ROUNDWELL MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8884","D82024","TAVERHAM PARTNERSHIP",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8885","D82025","HOVETON & WROXHAM MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8886","D82026","LAKENHAM SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8887","D82027","HEACHAM GROUP PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8888","D82028","LUDHAM AND STALHAM GREEN SURGERIES",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8889","D82029","DRAYTON MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8890","D82030","REEPHAM & AYLSHAM MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8891","D82031","PARISH FIELDS PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8892","D82032","BRUNDALL MEDICAL PARTNERSHIP",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8893","D82034","ATTLEBOROUGH SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8894","D82035","UPWELL HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8895","D82036","OLD MILL AND MILLGATES MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8896","D82037","LONG STRATTON MEDICAL PARTNERSHIP",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8897","D82038","WELLS HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8898","D82039","MATTISHALL SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8899","D82040","WENSUM VALLEY MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8900","D82041","SCHOOL LANE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8901","D82042","E HARLING & KENNINGHALL MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8902","D82043","WATLINGTON MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8903","D82044","VIDA HEALTHCARE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8904","D82045","WYMONDHAM MEDICAL PARTNERSHIP",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8905","D82046","CHURCH HILL SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8906","D82047","OAK STREET MEDICAL PRACT.",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8907","D82048","THORPEWOOD MEDICAL GROUP",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8908","D82049","LITCHAM HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8909","D82050","THEATRE ROYAL SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8910","D82051","ST JAMES MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8911","D82053","MUNDESLEY MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8912","D82054","FAKENHAM MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8913","D82056","ELMHAM SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8914","D82057","CAMPINGLAND SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8915","D82058","COASTAL VILLAGES PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8916","D82059","BIRCHWOOD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8917","D82060","BACON ROAD MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8918","D82062","COLTISHALL MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8919","D82063","WATTON MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8920","D82064","HUMBLEYARD PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8921","D82065","MANOR FARM MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8922","D82066","PASTON SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8923","D82067","THE PARK SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8924","D82068","HOWDALE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8925","D82069","NEWMARKET ROAD SURGERY",1974-04-01,2020-07-31,"C",4,"19/20","2020-03-31"
"8926","D82070","GREAT MASSINGHAM SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8927","D82071","EAST NORWICH MEDICAL PARTNERSHIP",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8928","D82072","BURNHAM SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8929","D82073","THE LIONWOOD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8930","D82076","LAWSON ROAD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8931","D82078","HEATHGATE MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8932","D82079","FELTWELL SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8933","D82080","BLOFIELD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8934","D82084","HARLESTON MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8935","D82085","HINGHAM SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8936","D82087","PROSPECT MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8937","D82088","UEA MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8938","D82096","WOODCOCK RD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8939","D82099","SOUTHGATES SURGICAL & MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8940","D82100","SHIPDHAM SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8941","D82104","ACLE MEDICAL PARTNERSHIP",1997-05-01,NA,"A",4,"19/20","2020-03-31"
"8942","D82105","ST CLEMENTS SURGERY",1997-07-01,NA,"A",4,"19/20","2020-03-31"
"8943","D82106","WEST POTTERGATE MED PRAC",2001-02-01,NA,"A",4,"19/20","2020-03-31"
"8944","D82600","FLEGGBURGH SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8945","D82604","BOUGHTON SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8946","D82618","THE WOOTTONS SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8947","D82621","PLOWRIGHT MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8948","D82624","WINDMILL SURGERY",1990-02-26,NA,"A",4,"19/20","2020-03-31"
"8949","D82628","ALDBOROUGH SURGERY",1992-04-01,NA,"A",4,"19/20","2020-03-31"
"8950","D83001","CONSTABLE COUNTRY RURAL MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8951","D83002","ALEXANDRA & CRESTVIEW SURGERIES",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8952","D83003","WICKHAMBROOK SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8953","D83004","FELIXSTOWE ROAD MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8954","D83005","ANGEL HILL SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8955","D83006","BILDESTON HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8956","D83007","IXWORTH SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8957","D83008","BURLINGTON ROAD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8958","D83009","BECCLES MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8959","D83010","LONGSHORE SURGERIES",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8960","D83011","BRIDGE ROAD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8961","D83012","UNITY HEALTHCARE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8962","D83013","THE GUILDHALL AND BARROW SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8963","D83014","THE LONG MELFORD PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8964","D83015","HOWARD HOUSE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8965","D83016","VICTORIA ROAD SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8966","D83017","NEEDHAM MARKET COUNTRY PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8967","D83018","MARKET CROSS SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8968","D83019","MENDLESHAM MEDICAL GROUP",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8969","D83020","THE HOLBROOK AND SHOTLEY PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8970","D83021","HAVERHILL FAMILY PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8971","D83022","SOLE BAY H/C",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8972","D83023","HIGH STREET SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8973","D83024","IVRY STREET MEDICAL PRACTICE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8974","D83026","FRAMLINGHAM SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8975","D83027","ORCHARD HOUSE SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8976","D83028","LEISTON SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8977","D83029","THE ROOKERY MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8978","D83030","KIRKLEY MILL HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8979","D83033","BOTESDALE HEALTH CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8980","D83034","BUNGAY MEDICAL CENTRE",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8981","D83035","CUTLERS HILL SURGERY",1974-04-01,NA,"A",4,"19/20","2020-03-31"
"8982","D83036","CHURCH FARM SURGERY",1974-04-01,2021-01-31,"C",4,"19/20","2020-03-31"
